countyFIPS,Estimate!!OCCUPATION!!Civilian employed population 16 years and over,Percent Estimate!!OCCUPATION!!Civilian employed population 16 years and over,"Estimate!!OCCUPATION!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations","Percent Estimate!!OCCUPATION!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations",Estimate!!OCCUPATION!!Civilian employed population 16 years and over!!Service occupations,Percent Estimate!!OCCUPATION!!Civilian employed population 16 years and over!!Service occupations,Estimate!!OCCUPATION!!Civilian employed population 16 years and over!!Sales and office occupations,Percent Estimate!!OCCUPATION!!Civilian employed population 16 years and over!!Sales and office occupations,"Estimate!!OCCUPATION!!Civilian employed population 16 years and over!!Natural resources, construction, and maintenance occupations","Percent Estimate!!OCCUPATION!!Civilian employed population 16 years and over!!Natural resources, construction, and maintenance occupations","Estimate!!OCCUPATION!!Civilian employed population 16 years and over!!Production, transportation, and material moving occupations","Percent Estimate!!OCCUPATION!!Civilian employed population 16 years and over!!Production, transportation, and material moving occupations"
21067,166264,166264,71918,43.3,29419,17.7,36206,21.8,9723,5.8,18998,11.4
21069,6145,6145,1711,27.8,785,12.8,1191,19.4,1061,17.3,1397,22.7
21071,10592,10592,3066,28.9,1983,18.7,2815,26.6,1184,11.2,1544,14.6
21073,24329,24329,8819,36.2,4062,16.7,5855,24.1,1823,7.5,3770,15.5
21075,2223,2223,616,27.7,594,26.7,372,16.7,201,9.0,440,19.8
21077,3808,3808,742,19.5,750,19.7,839,22.0,450,11.8,1027,27.0
21079,7471,7471,2259,30.2,1337,17.9,1467,19.6,1109,14.8,1299,17.4
21081,10685,10685,2338,21.9,1769,16.6,2350,22.0,1253,11.7,2975,27.8
21083,15639,15639,4540,29.0,2948,18.9,3124,20.0,1903,12.2,3124,20.0
21085,10556,10556,2668,25.3,1700,16.1,1828,17.3,1512,14.3,2848,27.0
21087,4562,4562,976,21.4,779,17.1,1000,21.9,469,10.3,1338,29.3
21089,14012,14012,5276,37.7,2199,15.7,3317,23.7,1342,9.6,1878,13.4
21091,3628,3628,835,23.0,549,15.1,684,18.9,459,12.7,1101,30.3
21093,47969,47969,15278,31.8,9057,18.9,10797,22.5,4018,8.4,8819,18.4
21095,7489,7489,2103,28.1,1640,21.9,1621,21.6,1028,13.7,1097,14.6
21097,8008,8008,2054,25.6,1314,16.4,1394,17.4,943,11.8,2303,28.8
21099,7096,7096,1734,24.4,1066,15.0,1325,18.7,954,13.4,2017,28.4
21101,20402,20402,5914,29.0,3656,17.9,4098,20.1,2111,10.3,4623,22.7
21103,7058,7058,1626,23.0,1598,22.6,1397,19.8,954,13.5,1483,21.0
21105,1613,1613,557,34.5,315,19.5,208,12.9,213,13.2,320,19.8
21107,18721,18721,5388,28.8,3476,18.6,3527,18.8,2445,13.1,3885,20.8
21109,4290,4290,944,22.0,479,11.2,919,21.4,721,16.8,1227,28.6
21111,380718,380718,142002,37.3,60669,15.9,86379,22.7,23702,6.2,67966,17.9
21113,24081,24081,8384,34.8,4236,17.6,5176,21.5,2611,10.8,3674,15.3
21115,6854,6854,2561,37.4,1237,18.0,1569,22.9,768,11.2,719,10.5
21117,83543,83543,32199,38.5,12357,14.8,19759,23.7,5918,7.1,13310,15.9
21119,4626,4626,1351,29.2,1226,26.5,936,20.2,565,12.2,548,11.8
21121,10191,10191,3101,30.4,1779,17.5,2270,22.3,860,8.4,2181,21.4
21123,6287,6287,1337,21.3,949,15.1,1125,17.9,878,14.0,1998,31.8
21125,23236,23236,6293,27.1,3681,15.8,5952,25.6,2232,9.6,5078,21.9
21127,4679,4679,1258,26.9,680,14.5,1154,24.7,547,11.7,1040,22.2
21129,1838,1838,595,32.4,224,12.2,416,22.6,231,12.6,372,20.2
21131,2880,2880,856,29.7,590,20.5,490,17.0,491,17.0,453,15.7
21133,6993,6993,2436,34.8,1158,16.6,1428,20.4,1024,14.6,947,13.5
21135,4590,4590,1338,29.2,786,17.1,551,12.0,651,14.2,1264,27.5
21137,9763,9763,2527,25.9,2192,22.5,1502,15.4,1193,12.2,2349,24.1
21139,3955,3955,886,22.4,616,15.6,840,21.2,929,23.5,684,17.3
21141,10758,10758,2803,26.1,1749,16.3,1968,18.3,1454,13.5,2784,25.9
21143,2857,2857,709,24.8,715,25.0,632,22.1,377,13.2,424,14.8
21145,28879,28879,9834,34.1,5715,19.8,6873,23.8,2550,8.8,3907,13.5
21147,4407,4407,986,22.4,942,21.4,947,21.5,571,13.0,961,21.8
21149,3771,3771,994,26.4,501,13.3,811,21.5,634,16.8,831,22.0
21151,42056,42056,15010,35.7,8448,20.1,8642,20.5,2919,6.9,7037,16.7
21153,3654,3654,1169,32.0,695,19.0,418,11.4,801,21.9,571,15.6
21155,7751,7751,2275,29.4,1314,17.0,1198,15.5,810,10.5,2154,27.8
21157,12950,12950,4218,32.6,1777,13.7,2845,22.0,1499,11.6,2611,20.2
21159,3099,3099,886,28.6,572,18.5,810,26.1,457,14.7,374,12.1
21161,7067,7067,2181,30.9,1100,15.6,1495,21.2,865,12.2,1426,20.2
21163,12105,12105,3498,28.9,1854,15.3,2439,20.1,1854,15.3,2460,20.3
21165,2293,2293,552,24.1,331,14.4,484,21.1,271,11.8,655,28.6
21167,9480,9480,2967,31.3,1503,15.9,1790,18.9,1067,11.3,2153,22.7
21169,3920,3920,998,25.5,642,16.4,652,16.6,457,11.7,1171,29.9
21171,4397,4397,1293,29.4,484,11.0,722,16.4,789,17.9,1109,25.2
21173,11353,11353,2916,25.7,1847,16.3,2632,23.2,1020,9.0,2938,25.9
21175,3671,3671,1227,33.4,576,15.7,678,18.5,532,14.5,658,17.9
21177,11770,11770,2730,23.2,2397,20.4,2113,18.0,1701,14.5,2829,24.0
21179,21821,21821,6128,28.1,3217,14.7,3879,17.8,2438,11.2,6159,28.2
21181,2805,2805,697,24.8,537,19.1,515,18.4,386,13.8,670,23.9
21183,9628,9628,2436,25.3,1561,16.2,2057,21.4,1432,14.9,2142,22.2
21185,31579,31579,14258,45.2,4032,12.8,7609,24.1,2256,7.1,3424,10.8
21187,4098,4098,1219,29.7,643,15.7,692,16.9,351,8.6,1193,29.1
21189,1245,1245,494,39.7,256,20.6,228,18.3,160,12.9,107,8.6
21191,6375,6375,1463,22.9,827,13.0,1512,23.7,877,13.8,1696,26.6
21193,8870,8870,2841,32.0,1607,18.1,2208,24.9,1102,12.4,1112,12.5
21195,20501,20501,6157,30.0,3576,17.4,4819,23.5,2840,13.9,3109,15.2
21197,4644,4644,1145,24.7,782,16.8,941,20.3,540,11.6,1236,26.6
21199,25191,25191,7482,29.7,4682,18.6,5662,22.5,2741,10.9,4624,18.4
21201,916,916,274,29.9,133,14.5,177,19.3,124,13.5,208,22.7
21203,6477,6477,1855,28.6,870,13.4,1380,21.3,917,14.2,1455,22.5
21205,10065,10065,3563,35.4,2140,21.3,1997,19.8,741,7.4,1624,16.1
21207,6298,6298,1976,31.4,932,14.8,1167,18.5,645,10.2,1578,25.1
21209,27517,27517,9478,34.4,4231,15.4,4901,17.8,2708,9.8,6199,22.5
21211,22729,22729,8002,35.2,3687,16.2,4547,20.0,2237,9.8,4256,18.7
21213,8242,8242,2173,26.4,1186,14.4,1849,22.4,636,7.7,2398,29.1
21215,9673,9673,3317,34.3,1229,12.7,1870,19.3,1320,13.6,1937,20.0
21217,10231,10231,2716,26.5,1903,18.6,2463,24.1,970,9.5,2179,21.3
21219,4716,4716,1454,30.8,603,12.8,770,16.3,701,14.9,1188,25.2
21221,5750,5750,1854,32.2,806,14.0,1112,19.3,561,9.8,1417,24.6
21223,3809,3809,988,25.9,530,13.9,772,20.3,542,14.2,977,25.6
21225,6230,6230,1361,21.8,1127,18.1,1020,16.4,1216,19.5,1506,24.2
21227,62113,62113,20536,33.1,10534,17.0,14365,23.1,4405,7.1,12273,19.8
21229,5751,5751,1614,28.1,929,16.2,843,14.7,717,12.5,1648,28.7
21231,7224,7224,1864,25.8,1248,17.3,1624,22.5,764,10.6,1724,23.9
21233,5143,5143,1393,27.1,818,15.9,819,15.9,781,15.2,1332,25.9
21235,12639,12639,3988,31.6,2346,18.6,3048,24.1,1193,9.4,2064,16.3
21237,1788,1788,300,16.8,649,36.3,308,17.2,231,12.9,300,16.8
21239,13046,13046,5211,39.9,2096,16.1,2437,18.7,1545,11.8,1757,13.5
22001,25356,25356,6530,25.8,4271,16.8,5877,23.2,3678,14.5,5000,19.7
22003,8618,8618,2250,26.1,1886,21.9,1699,19.7,1265,14.7,1518,17.6
22005,58813,58813,21367,36.3,8606,14.6,13340,22.7,6888,11.7,8612,14.6
22007,9306,9306,2494,26.8,1637,17.6,1929,20.7,1612,17.3,1634,17.6
22009,15018,15018,4625,30.8,3900,26.0,2610,17.4,1937,12.9,1946,13.0
22011,14252,14252,4342,30.5,2317,16.3,2738,19.2,2657,18.6,2198,15.4
22013,4710,4710,1197,25.4,967,20.5,1007,21.4,694,14.7,845,17.9
22015,54532,54532,20384,37.4,9190,16.9,12870,23.6,6166,11.3,5922,10.9
22017,105145,105145,34664,33.0,22725,21.6,24137,23.0,9515,9.0,14104,13.4
22019,90129,90129,27579,30.6,18921,21.0,19019,21.1,11910,13.2,12700,14.1
22021,3385,3385,885,26.1,811,24.0,749,22.1,513,15.2,427,12.6
22023,3228,3228,934,28.9,389,12.1,803,24.9,513,15.9,589,18.2
22025,3522,3522,1126,32.0,621,17.6,664,18.9,682,19.4,429,12.2
22027,5253,5253,1331,25.3,1034,19.7,916,17.4,848,16.1,1124,21.4
22029,6939,6939,1698,24.5,1755,25.3,1741,25.1,933,13.4,812,11.7
22031,10683,10683,2888,27.0,2014,18.9,2222,20.8,1487,13.9,2072,19.4
22033,216944,216944,83394,38.4,41489,19.1,47833,22.0,18199,8.4,26029,12.0
22035,1389,1389,423,30.5,432,31.1,271,19.5,161,11.6,102,7.3
22037,6589,6589,1778,27.0,1299,19.7,1599,24.3,988,15.0,925,14.0
22039,11610,11610,3175,27.3,2496,21.5,2205,19.0,1862,16.0,1872,16.1
22041,7087,7087,1992,28.1,1218,17.2,1650,23.3,1260,17.8,967,13.6
22043,7320,7320,1804,24.6,1544,21.1,1620,22.1,1036,14.2,1316,18.0
22045,30536,30536,7659,25.1,6047,19.8,6755,22.1,4707,15.4,5368,17.6
22047,12798,12798,4136,32.3,2617,20.4,2951,23.1,1256,9.8,1838,14.4
22049,5470,5470,1533,28.0,1131,20.7,1047,19.1,777,14.2,982,18.0
22051,209898,209898,70040,33.4,40947,19.5,49080,23.4,25978,12.4,23853,11.4
22053,12222,12222,3108,25.4,2541,20.8,2704,22.1,2131,17.4,1738,14.2
22055,119459,119459,42501,35.6,22516,18.8,27626,23.1,12900,10.8,13916,11.6
22057,43293,43293,12089,27.9,6814,15.7,9657,22.3,6713,15.5,8020,18.5
22059,4941,4941,1389,28.1,869,17.6,932,18.9,1220,24.7,531,10.7
22061,20890,20890,7495,35.9,5002,23.9,4663,22.3,1327,6.4,2403,11.5
22063,63181,63181,19430,30.8,10200,16.1,14577,23.1,9623,15.2,9351,14.8
22065,3670,3670,922,25.1,1215,33.1,722,19.7,361,9.8,450,12.3
22067,9279,9279,2326,25.1,1797,19.4,1790,19.3,1423,15.3,1943,20.9
22069,12249,12249,3512,28.7,1991,16.3,2824,23.1,1186,9.7,2736,22.3
22071,178375,178375,76006,42.6,40423,22.7,34625,19.4,11045,6.2,16276,9.1
22073,64233,64233,21767,33.9,12188,19.0,16100,25.1,5632,8.8,8546,13.3
22075,10036,10036,3348,33.4,1648,16.4,1928,19.2,1797,17.9,1315,13.1
22077,9243,9243,2237,24.2,1749,18.9,2194,23.7,1602,17.3,1461,15.8
22079,53433,53433,17859,33.4,11763,22.0,11488,21.5,5425,10.2,6898,12.9
22081,3153,3153,805,25.5,637,20.2,628,19.9,604,19.2,479,15.2
22083,7803,7803,1929,24.7,1836,23.5,1787,22.9,1116,14.3,1135,14.5
22085,8103,8103,2361,29.1,1277,15.8,1590,19.6,1483,18.3,1392,17.2
22087,18846,18846,5050,26.8,4061,21.5,3930,20.9,2964,15.7,2841,15.1
22089,24444,24444,8588,35.1,3528,14.4,5365,21.9,3126,12.8,3837,15.7
22091,3645,3645,1246,34.2,716,19.6,688,18.9,471,12.9,524,14.4
22093,9012,9012,2116,23.5,1546,17.2,2041,22.6,1288,14.3,2021,22.4
22095,19419,19419,5936,30.6,3323,17.1,4134,21.3,2385,12.3,3641,18.7
22097,30347,30347,8949,29.5,5324,17.5,7419,24.4,3905,12.9,4750,15.7
22099,23380,23380,6366,27.2,4328,18.5,5081,21.7,3550,15.2,4055,17.3
22101,20144,20144,4767,23.7,3592,17.8,4602,22.8,2726,13.5,4457,22.1
22103,117537,117537,48074,40.9,19401,16.5,27579,23.5,11841,10.1,10642,9.1
22105,55675,55675,16304,29.3,11258,20.2,13005,23.4,6601,11.9,8507,15.3
22107,1327,1327,411,31.0,293,22.1,197,14.8,275,20.7,151,11.4
22109,46729,46729,13532,29.0,8427,18.0,10165,21.8,6581,14.1,8024,17.2
22111,8090,8090,2165,26.8,1428,17.7,1393,17.2,1616,20.0,1488,18.4
22113,24497,24497,6727,27.5,4409,18.0,5837,23.8,4186,17.1,3338,13.6
22115,17127,17127,5415,31.6,3317,19.4,3814,22.3,2648,15.5,1933,11.3
22117,16678,16678,4252,25.5,3569,21.4,3713,22.3,2585,15.5,2559,15.3
22119,15292,15292,3983,26.0,2921,19.1,3043,19.9,2838,18.6,2507,16.4
22121,12329,12329,3964,32.2,2146,17.4,2594,21.0,1610,13.1,2015,16.3
22123,3690,3690,1272,34.5,507,13.7,736,19.9,640,17.3,535,14.5
22125,5731,5731,1569,27.4,1959,34.2,981,17.1,561,9.8,661,11.5
22127,5083,5083,1591,31.3,978,19.2,947,18.6,753,14.8,814,16.0
23001,54039,54039,18309,33.9,10370,19.2,12260,22.7,5049,9.3,8051,14.9
23003,29745,29745,9170,30.8,5604,18.8,6425,21.6,3844,12.9,4702,15.8
23005,161323,161323,74006,45.9,26067,16.2,36195,22.4,10806,6.7,14249,8.8
23007,14291,14291,4337,30.3,2955,20.7,3013,21.1,1877,13.1,2109,14.8
23009,26731,26731,9310,34.8,5523,20.7,5249,19.6,4028,15.1,2621,9.8
23011,58919,58919,21732,36.9,10499,17.8,14122,24.0,5948,10.1,6618,11.2
23013,20100,20100,6864,34.1,3583,17.8,4326,21.5,3025,15.0,2302,11.5
23015,16304,16304,5593,34.3,3264,20.0,2903,17.8,2572,15.8,1972,12.1
23017,25819,25819,7340,28.4,5569,21.6,5232,20.3,3629,14.1,4049,15.7
23019,72687,72687,26303,36.2,14523,20.0,16894,23.2,7035,9.7,7932,10.9
23021,6334,6334,2005,31.7,1065,16.8,1139,18.0,833,13.2,1292,20.4
23023,18442,18442,7021,38.1,3149,17.1,3462,18.8,2629,14.3,2181,11.8
23025,21928,21928,6068,27.7,3875,17.7,4927,22.5,3229,14.7,3829,17.5
23027,18818,18818,6803,36.2,3213,17.1,3965,21.1,2474,13.1,2363,12.6
23029,12876,12876,3718,28.9,2509,19.5,2198,17.1,2510,19.5,1941,15.1
23031,106832,106832,38888,36.4,19206,18.0,24106,22.6,10769,10.1,13863,13.0
24001,28820,28820,8666,30.1,6628,23.0,6449,22.4,2664,9.2,4413,15.3
24003,292038,292038,138919,47.6,45136,15.5,62752,21.5,21191,7.3,24040,8.2
24005,419089,419089,184204,44.0,69225,16.5,96089,22.9,28603,6.8,40968,9.8
24009,46144,46144,19068,41.3,7364,16.0,9655,20.9,6029,13.1,4028,8.7
24011,16036,16036,4707,29.4,3320,20.7,3324,20.7,2583,16.1,2102,13.1
24013,87999,87999,38783,44.1,13340,15.2,18970,21.6,9307,10.6,7599,8.6
24015,50467,50467,17497,34.7,8282,16.4,10534,20.9,6652,13.2,7502,14.9
24017,79180,79180,33411,42.2,13777,17.4,17988,22.7,7222,9.1,6782,8.6
24019,15209,15209,4821,31.7,3034,19.9,3413,22.4,1559,10.3,2382,15.7
24021,131548,131548,61732,46.9,21024,16.0,27129,20.6,11273,8.6,10390,7.9
24023,13734,13734,4721,34.4,2434,17.7,2434,17.7,2202,16.0,1943,14.1
24025,129104,129104,55812,43.2,20125,15.6,29155,22.6,10122,7.8,13890,10.8
24027,169065,169065,102592,60.7,20057,11.9,29413,17.4,6889,4.1,10114,6.0
24029,9239,9239,3397,36.8,1867,20.2,2094,22.7,841,9.1,1040,11.3
24031,556263,556263,312700,56.2,86107,15.5,95797,17.2,32028,5.8,29631,5.3
24033,480863,480863,189191,39.3,99213,20.6,98488,20.5,47174,9.8,46797,9.7
24035,25639,25639,10861,42.4,3751,14.6,6082,23.7,2646,10.3,2299,9.0
24037,54788,54788,24889,45.4,7849,14.3,10334,18.9,6355,11.6,5361,9.8
24039,8707,8707,2501,28.7,2138,24.6,1846,21.2,997,11.5,1225,14.1
24041,17905,17905,7668,42.8,3358,18.8,3774,21.1,1750,9.8,1355,7.6
24043,67191,67191,22540,33.5,12726,18.9,14686,21.9,6816,10.1,10423,15.5
24045,49229,49229,16033,32.6,11076,22.5,11557,23.5,4438,9.0,6125,12.4
24047,24042,24042,8275,34.4,5480,22.8,5967,24.8,2378,9.9,1942,8.1
24510,279034,279034,119779,42.9,56408,20.2,55793,20.0,15003,5.4,32051,11.5
25001,105075,105075,40610,38.6,22303,21.2,22993,21.9,11001,10.5,8168,7.8
25003,64233,64233,24367,37.9,13878,21.6,13689,21.3,5685,8.9,6614,10.3
25005,283422,283422,104571,36.9,52310,18.5,62096,21.9,26989,9.5,37456,13.2
25007,8684,8684,3810,43.9,1307,15.1,1339,15.4,1190,13.7,1038,12.0
25009,403439,403439,167689,41.6,74204,18.4,85573,21.2,28548,7.1,47425,11.8
25011,36982,36982,15543,42.0,6669,18.0,7056,19.1,3444,9.3,4270,11.5
25013,216101,216101,76124,35.2,45559,21.1,48213,22.3,16155,7.5,30050,13.9
25015,84200,84200,39397,46.8,16017,19.0,16929,20.1,5283,6.3,6574,7.8
25017,876744,876744,490777,56.0,123562,14.1,157224,17.9,46399,5.3,58782,6.7
25019,6471,6471,2325,35.9,1121,17.3,1603,24.8,1035,16.0,387,6.0
25021,371989,371989,197307,53.0,52912,14.2,77126,20.7,20811,5.6,23833,6.4
25023,264683,264683,105611,39.9,50183,19.0,59415,22.4,22958,8.7,26516,10.0
25025,429529,429529,200045,46.6,91514,21.3,83618,19.5,20865,4.9,33487,7.8
25027,418705,418705,175353,41.9,72895,17.4,89406,21.4,31445,7.5,49606,11.8
26001,3372,3372,819,24.3,685,20.3,756,22.4,455,13.5,657,19.5
26003,3112,3112,848,27.2,727,23.4,723,23.2,224,7.2,590,19.0
26005,54935,54935,16565,30.2,7888,14.4,10420,19.0,6761,12.3,13301,24.2
26007,12522,12522,3756,30.0,2488,19.9,2917,23.3,1241,9.9,2120,16.9
26009,9807,9807,2779,28.3,1993,20.3,2157,22.0,1139,11.6,1739,17.7
26011,5747,5747,1455,25.3,1246,21.7,1156,20.1,680,11.8,1210,21.1
26013,2772,2772,758,27.3,627,22.6,668,24.1,286,10.3,433,15.6
26015,28209,28209,8454,30.0,4268,15.1,5913,21.0,3599,12.8,5975,21.2
26017,46741,46741,13705,29.3,9727,20.8,10986,23.5,4412,9.4,7911,16.9
26019,7827,7827,2453,31.3,1659,21.2,1645,21.0,1073,13.7,997,12.7
26021,71586,71586,24779,34.6,13052,18.2,14907,20.8,6573,9.2,12275,17.1
26023,18842,18842,4375,23.2,3418,18.1,3884,20.6,2007,10.7,5158,27.4
26025,58671,58671,17435,29.7,11373,19.4,11618,19.8,4593,7.8,13652,23.3
26027,23766,23766,6970,29.3,3438,14.5,4512,19.0,2867,12.1,5979,25.2
26029,12240,12240,3859,31.5,2492,20.4,2532,20.7,1321,10.8,2036,16.6
26031,10503,10503,2840,27.0,2219,21.1,2401,22.9,1507,14.3,1536,14.6
26033,15179,15179,4437,29.2,4248,28.0,3142,20.7,1145,7.5,2207,14.5
26035,10915,10915,2941,26.9,2215,20.3,2274,20.8,1339,12.3,2146,19.7
26037,37744,37744,15129,40.1,6001,15.9,8104,21.5,3427,9.1,5083,13.5
26039,5267,5267,1460,27.7,1210,23.0,1237,23.5,519,9.9,841,16.0
26041,15640,15640,4476,28.6,2721,17.4,3481,22.3,1845,11.8,3117,19.9
26043,11274,11274,4131,36.6,1948,17.3,2213,19.6,1295,11.5,1687,15.0
26045,52908,52908,18375,34.7,9177,17.3,11708,22.1,4416,8.3,9232,17.4
26047,16567,16567,5839,35.2,3728,22.5,3498,21.1,1660,10.0,1842,11.1
26049,169798,169798,54269,32.0,32576,19.2,37833,22.3,14123,8.3,30997,18.3
26051,8757,8757,2227,25.4,1541,17.6,1878,21.4,1272,14.5,1839,21.0
26053,6008,6008,1720,28.6,1375,22.9,947,15.8,719,12.0,1247,20.8
26055,46120,46120,17221,37.3,8529,18.5,11135,24.1,3524,7.6,5711,12.4
26057,16042,16042,4660,29.0,3404,21.2,3250,20.3,1664,10.4,3064,19.1
26059,19370,19370,5624,29.0,2946,15.2,3594,18.6,1993,10.3,5213,26.9
26061,15245,15245,5822,38.2,3408,22.4,3072,20.2,1395,9.2,1548,10.2
26063,13946,13946,3983,28.6,2316,16.6,2750,19.7,1821,13.1,3076,22.1
26065,140932,140932,57135,40.5,27330,19.4,30791,21.8,7710,5.5,17966,12.7
26067,28461,28461,7491,26.3,5011,17.6,5863,20.6,3520,12.4,6576,23.1
26069,9238,9238,2132,23.1,1769,19.1,1936,21.0,1401,15.2,2000,21.6
26071,4402,4402,1095,24.9,992,22.5,932,21.2,694,15.8,689,15.7
26073,34086,34086,10689,31.4,8777,25.7,7126,20.9,2726,8.0,4768,14.0
26075,67825,67825,21055,31.0,12774,18.8,15118,22.3,5745,8.5,13133,19.4
26077,131460,131460,52491,39.9,24465,18.6,27724,21.1,7733,5.9,19047,14.5
26079,7236,7236,1516,21.0,1549,21.4,1537,21.2,1229,17.0,1405,19.4
26081,329336,329336,120241,36.5,52293,15.9,72916,22.1,23845,7.2,60041,18.2
26083,844,844,333,39.5,240,28.4,131,15.5,77,9.1,63,7.5
26085,3564,3564,836,23.5,814,22.8,704,19.8,383,10.7,827,23.2
26087,39162,39162,11408,29.1,6525,16.7,7777,19.9,5154,13.2,8298,21.2
26089,9774,9774,3644,37.3,1763,18.0,2172,22.2,1315,13.5,880,9.0
26091,44374,44374,13156,29.6,8184,18.4,9181,20.7,4364,9.8,9489,21.4
26093,96375,96375,38783,40.2,14466,15.0,22383,23.2,8889,9.2,11854,12.3
26095,2111,2111,633,30.0,559,26.5,445,21.1,220,10.4,254,12.0
26097,4593,4593,1238,27.0,1171,25.5,976,21.2,573,12.5,635,13.8
26099,422419,422419,148182,35.1,74405,17.6,95328,22.6,31040,7.3,73464,17.4
26101,9444,9444,2711,28.7,2450,25.9,2032,21.5,896,9.5,1355,14.3
26103,29934,29934,9940,33.2,6963,23.3,6783,22.7,3291,11.0,2957,9.9
26105,12582,12582,3902,31.0,2532,20.1,2591,20.6,1168,9.3,2389,19.0
26107,18646,18646,5234,28.1,3964,21.3,3664,19.7,1668,8.9,4116,22.1
26109,10902,10902,2705,24.8,1946,17.8,2116,19.4,1157,10.6,2978,27.3
26111,38234,38234,15386,40.2,6948,18.2,7436,19.4,3313,8.7,5151,13.5
26113,6213,6213,1477,23.8,1048,16.9,1136,18.3,1127,18.1,1425,22.9
26115,70306,70306,21674,30.8,11799,16.8,14335,20.4,7201,10.2,15297,21.8
26117,26929,26929,6842,25.4,4300,16.0,5933,22.0,3315,12.3,6539,24.3
26119,2894,2894,716,24.7,563,19.5,639,22.1,371,12.8,605,20.9
26121,74113,74113,20579,27.8,14495,19.6,15131,20.4,6172,8.3,17736,23.9
26123,19795,19795,5258,26.6,3476,17.6,3754,19.0,2837,14.3,4470,22.6
26125,638789,638789,315601,49.4,89886,14.1,136449,21.4,32835,5.1,64018,10.0
26127,10708,10708,2901,27.1,1859,17.4,1776,16.6,1622,15.1,2550,23.8
26129,7720,7720,1928,25.0,1416,18.3,2042,26.5,1016,13.2,1318,17.1
26131,2066,2066,593,28.7,501,24.2,437,21.2,304,14.7,231,11.2
26133,9003,9003,2208,24.5,1522,16.9,1623,18.0,1207,13.4,2443,27.1
26135,2839,2839,653,23.0,574,20.2,573,20.2,379,13.3,660,23.2
26137,10915,10915,3418,31.3,2155,19.7,2581,23.6,1114,10.2,1647,15.1
26139,147178,147178,51312,34.9,24070,16.4,30127,20.5,11847,8.0,29822,20.3
26141,4664,4664,1366,29.3,962,20.6,843,18.1,700,15.0,793,17.0
26143,7595,7595,1900,25.0,1420,18.7,2188,28.8,907,11.9,1180,15.5
26145,82611,82611,26189,31.7,17520,21.2,18586,22.5,6697,8.1,13619,16.5
26147,73196,73196,21036,28.7,13363,18.3,15012,20.5,8053,11.0,15732,21.5
26149,28021,28021,6505,23.2,4166,14.9,5020,17.9,2603,9.3,9727,34.7
26151,17802,17802,4717,26.5,3063,17.2,3271,18.4,2502,14.1,4249,23.9
26153,2807,2807,741,26.4,659,23.5,594,21.2,408,14.5,405,14.4
26155,31824,31824,9037,28.4,5228,16.4,6867,21.6,3772,11.9,6920,21.7
26157,22830,22830,5914,25.9,4399,19.3,4551,19.9,3285,14.4,4681,20.5
26159,34169,34169,9696,28.4,6409,18.8,6817,20.0,4402,12.9,6845,20.0
26161,187609,187609,99876,53.2,29558,15.8,31986,17.0,7963,4.2,18226,9.7
26163,734480,734480,237631,32.4,146307,19.9,161317,22.0,49969,6.8,139256,19.0
26165,14045,14045,3835,27.3,2366,16.8,2834,20.2,1403,10.0,3607,25.7
27001,6207,6207,1931,31.1,1231,19.8,1317,21.2,780,12.6,948,15.3
27003,189965,189965,70513,37.1,29663,15.6,42747,22.5,17024,9.0,30018,15.8
27005,16399,16399,5520,33.7,2865,17.5,2800,17.1,2265,13.8,2949,18.0
27007,21100,21100,7504,35.6,4390,20.8,4644,22.0,2183,10.3,2379,11.3
27009,20722,20722,6529,31.5,3440,16.6,4537,21.9,2241,10.8,3975,19.2
27011,2398,2398,783,32.7,362,15.1,567,23.6,320,13.3,366,15.3
27013,37545,37545,13246,35.3,7495,20.0,8137,21.7,2910,7.8,5757,15.3
27015,13652,13652,4202,30.8,2234,16.4,2907,21.3,1606,11.8,2703,19.8
27017,16640,16640,5351,32.2,3656,22.0,3266,19.6,1621,9.7,2746,16.5
27019,56258,56258,26704,47.5,7353,13.1,13109,23.3,3647,6.5,5445,9.7
27021,12283,12283,3615,29.4,2533,20.6,2757,22.4,1668,13.6,1710,13.9
27023,6127,6127,1966,32.1,1212,19.8,1162,19.0,748,12.2,1039,17.0
27025,28762,28762,9882,34.4,4824,16.8,6037,21.0,3588,12.5,4431,15.4
27027,34144,34144,12583,36.9,6104,17.9,8134,23.8,3063,9.0,4260,12.5
27029,3790,3790,1084,28.6,674,17.8,712,18.8,691,18.2,629,16.6
27031,2614,2614,955,36.5,563,21.5,608,23.3,304,11.6,184,7.0
27033,5395,5395,1534,28.4,901,16.7,948,17.6,805,14.9,1207,22.4
27035,30366,30366,10138,33.4,6039,19.9,6835,22.5,2943,9.7,4411,14.5
27037,232877,232877,100461,43.1,35212,15.1,53944,23.2,14886,6.4,28374,12.2
27039,11309,11309,3828,33.8,1893,16.7,2192,19.4,1473,13.0,1923,17.0
27041,19219,19219,6777,35.3,3104,16.2,4146,21.6,1851,9.6,3341,17.4
27043,7082,7082,2178,30.8,1135,16.0,1368,19.3,1004,14.2,1397,19.7
27045,10666,10666,3769,35.3,1784,16.7,1994,18.7,1623,15.2,1496,14.0
27047,15190,15190,4145,27.3,2788,18.4,2954,19.4,1924,12.7,3379,22.2
27049,24004,24004,8364,34.8,4252,17.7,4684,19.5,2694,11.2,4010,16.7
